tweet,cleaned_text,class,label,token_count
RT @Im_Amy_Bitches: I call myself Fat Amy so twig bitches like you don't call me it behind my back.,rt call fat amy twig bitch like dont call behind back,1,1,11
"RT @Im_Amy_Bitches: I'm not always a bitch, sometimes I sleep",rt im always bitch sometimes sleep,1,1,6
RT @Im_Flashy_Bitch: Bitches be like go talk to ya other bitch bitch you is my other bitch,rt bitch like go talk ya bitch bitch bitch,1,1,9
RT @Im_Thirst: That nigger made the shit out of my coffee.,rt nigger made shit coffee,0,1,5
RT @ImaGrumpyCat: who remembers this bitch? &#128514;&#128557; http://t.co/P9MmBzqMiH,rt remembers bitch,1,1,3
RT @ImaKittttyy: Made Homemade chili and cornbread for dinner. And watching Supernatural with my fave boys!! Happy Saturday bitches! http:/&#8230;,rt made homemade chili cornbread dinner watching supernatural fave boy happy saturday bitch,1,1,13
RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;,rt pillow talking yo hoe hating nigga fuck around loose ya hoe like,0,1,13
RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,rt uncle charlie nem lol,2,0,5
RT @ImaSavageBruh: bitch got me acting crazy as hell lately,rt bitch got acting crazy hell lately,1,1,7
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",rt knicks still trash melo signed money dont even care good winning team,2,0,13
RT @InToneTheyLust_: These hoes don't give a fuck if you got a girl or not,rt hoe dont give fuck got girl,1,1,7
"RT @IndiaMone: LOL RT @JoeBudden: Wait a minute, I&#8217;m seeing mad dope costumes.. Yall stop trying to steal Halloween back from the hoes !!!",rt lol rt wait minute im seeing mad dope costume yall stop trying steal halloween back hoe,1,1,17
RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,rt raheel mock propphet muhammad way mocked lord ram sita apologise,2,0,11
RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together,rt strong believer bird feather flock together,2,0,7
RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening,rt yay america amp israel put jew hating muslim trash government pathetic amp sickening,0,1,14
RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF,rt nigga fuckin faggot,0,1,4
RT @Ink_Flowz: THOT is a childish word&#128076;Grow up and call that bitch a hoe.&#128514;,rt thot childish wordgrow call bitch hoe,1,1,7
"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*",rt go yankee candle buy beer scented candle go home light wait boyfriend,2,0,13
RT @IrregularGawd: Personality RT @LosBeOnIt: How fat bitches be in relationships before the pretty women? Let's see the answers lol &#128064;&#128064;&#128064;,rt personality rt fat bitch relationship pretty woman let see answer lol,1,1,12
RT @Isa__Lopez: @D_Lo520 but you're still a faggot,rt youre still faggot,0,1,4
RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb,rt nigger ignorant,0,1,3
RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,rt bromance pat ant real fuck faggot,0,1,7
RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,rt whipped,2,0,2
RT @ItsDLow: Now I gotta ask bitches for nudes on Facebook. &#128530;,rt gotta ask bitch nude facebook,1,1,6
"RT @ItsDRecord: Bitches about to start that ""New year, New me"" bullshit.. You can't undo the numbers on that pussy thoo",rt bitch start new year new bullshit cant undo number pussy thoo,1,1,12
"RT @ItsDomanic_: @fabbymichelle @BrianLovesAss_ alright i'll meet you there &#128076; and im not a fag , in fact Brian don't give her shit",rt alright ill meet im fag fact brian dont give shit,1,1,11
RT @ItsDomanic_: bitch you ain't getting none tho &#128514; &#8220;@BrianLovesAss_: I like big butts so I can grab them&#8221;,rt bitch aint getting none tho like big butt grab,1,1,10
RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,rt cooky n cream oreo fudge ice cream,2,0,8
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,rt oreo cheesecake bar,2,0,4
RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,rt oreo ice cream cake,2,0,5
RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5,rt oreo ice cream sandwich,2,0,5
RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,rt oreo cheesecake bite,2,0,4
"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",rt reason mermaid period pant perfect hair u get lure men death also free clam bra,2,0,16
RT @ItsGirllCode: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,rt girl wear beany look cute amp stylish wear look like member drug cartel sel,2,0,15
RT @ItsJordyyyn: The reason high school is so fucking hard is because ned never made a guide for anything past 8th grade. You feel me? Fuck&#8230;,rt reason high school fucking hard ned never made guide anything past th grade feel fuck,1,1,16
"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",rt obama say he irritated feel repudiated losing senate video,2,0,10
"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",rt girlfriend taller responsibility take trash amp fight anyone break,2,0,10
RT @ItsKiaraaaa: &#8220;@WestYourMajesty: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;,rt kiara small chubby finger bitch,1,1,6
RT @ItsNotHarold: I've noticed that it mostly be the bitches whose hair don't even reach their shoulders that talk the most shit,rt ive noticed mostly bitch whose hair dont even reach shoulder talk shit,1,1,13
RT @ItsPoochFlair: That bitch ugly RT @Titsandlickher: Daughter. http://t.co/lboZMlfbOX,rt bitch ugly rt daughter,1,1,5
"RT @ItsSonGoku: Bruh, Chichi go months to years without seeing me and she still the bae. You basic ass bitches can't go 2 missed calls with&#8230;",rt bruh chichi go month year without seeing still bae basic as bitch cant go missed call,1,1,17
"RT @ItsSonGoku: Don't Get Spirit Bombed Lil Nigga RT @LeanandCuisine: Dragonball z trash, debate me if you want",rt dont get spirit bombed lil nigga rt dragonball z trash debate want,1,1,13
"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",rt nigga ask hoe,0,1,4
RT @ItsWaltBitch: meth brownies,rt meth brownie,1,1,3
RT @Its_KingWalt: Bruh.. Don't do this RT &#8220;@Trent_W93: Females swear their best friend is the baddest bitch in the world!&#8221;,rt bruh dont rt female swear best friend baddest bitch world,1,1,11
RT @Its_Ms_Brenduh: Got kicked out of AA classes bc I laughed at a guy and called him a pussy for blacking out every time he drank.,rt got kicked aa class bc laughed guy called pussy blacking every time drank,1,1,14
RT @Its_NydiaMarie: Fuck your bitch make her call me Papi &#128586;&#128527;,rt fuck bitch make call papi,1,1,6
RT @Itsyesie: Like damn. Sorry I'm not a girl that hoes around and has sex with 20 billion guys.,rt like damn sorry im girl hoe around sex billion guy,1,1,11
RT @ItzShowtim3: Don't forget how Nikko was digging in her booty RT @oneshadowlove: Sex tape gave her a head bigger than that pussy and for&#8230;,rt dont forget nikko digging booty rt sex tape gave head bigger pussy,1,1,13
"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch""",rt u call bitch said acting like one called one nigga shut bitch,0,1,13
RT @Ivan_splash: If a guy flirts with ya girl that's just niggas being niggas. If she flirts back she a hoe,rt guy flirt ya girl thats nigga nigga flirt back hoe,1,1,11
RT @Ivan_splash: If you gotta talk shit about another nigga to get pussy you weaaak,rt gotta talk shit another nigga get pussy weaaak,1,1,9
RT @IzzeTheProducer: You wonder why I call you bitch ... You wonder why I call you bitch -2pac,rt wonder call bitch wonder call bitch pac,1,1,8
"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",rt feb jordan retro remastered oreo,2,0,6
RT @J4CKMULL: 1 good girl is worth 1000 bitches,rt good girl worth bitch,1,1,5
RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG,rt check joy pain nicca,1,1,5
RT @JAYREIDOFFICIAL: Jus know ...S/O to my nicca @im_yung_jay #BKent #MME1636 http://t.co/3XInzjnm2u,rt jus know nicca,1,1,4
RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211,rt may redneck put steak seasoning popcorn,2,0,7
"RT @JBoxJohnson: She gay&#128109;
He gay&#128108;
She a hoe&#128129;
She pregnant&#128124;
He sell drugs&#127811;
They smoke weed&#127811;
They drunk&#127866;
who Cares?!

LEAVE PEOPLE ALONE Its &#8230;",rt gay gay hoe pregnant sell drug smoke weed drunk care leave people alone,1,1,14
RT @JC2theQ: Yanks walk off win &#128591;,rt yank walk win,2,0,4
RT @JCSayre19: @HEELCastle that hoe over there.,rt hoe,1,1,2
RT @JDYDFF: know the bitch before you call yourself lovin it niggas prolly been fuckin it,rt know bitch call lovin nigga prolly fuckin,1,1,8
RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,rt old man white galaxy phone cuz he fag,0,1,9
"RT @JEN_JEN_2014: My pussy is totes adorbs when she jumps on my bed with litter stuck to her.

The cat is fucking annoying when she does it.",rt pussy tote adorbs jump bed litter stuck cat fucking annoying,1,1,11
"RT @JETzLyfe412: Started off wit nuttin I was hungry, now I got a couple niggas bitches who want me",rt started wit nuttin hungry got couple nigga bitch want,1,1,10
RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,rt year still,2,0,3
RT @JFlocka: Need a down bitch to bring me pizza,rt need bitch bring pizza,1,1,5
RT @JHarmelink182: The fox says you're a cunt.,rt fox say youre cunt,0,1,5
RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,rt nigga call bitch fight bitch naw im whomp trick feel im coming,0,1,13
RT @JLM_2014: It ain't nothin to cut that bitch off&#128129;,rt aint nothin cut bitch,1,1,5
RT @JLewyville: &#128563; @Treslyon: Keyair angels &amp; female party promoters are not for me.. Most party promoters are hoes &amp; them angel bitches are&#8230;,rt keyair angel amp female party promoter party promoter hoe amp angel bitch,1,1,13
RT @JMK0728: Lmao...........poor pussy!!!!! http://t.co/URjNdmgdRJ,rt lmaopoor pussy,1,1,3
RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,rt youre faggotyoure texas fan,0,1,5
"RT @JMuggaaa: ""@TheKaosYatti: &#8220;@JMuggaaa: Not looking for love, one day it'll find me. Until then.....&#8221;Keep fuckin dese hoes&#128540; yolo""&#128553;&#128514; I ain&#8230;",rt looking love one day itll find thenkeep fuckin dese hoe yolo,1,1,12
RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,rt thanks carolina fan flipped birdsfew bottle head stick n stone may break bone aluminum zimas,2,0,16
"RT @JOHN_iKNO: ""Niggas talk more than bitches these days.."" #outdoorpoolparty today! http://t.co/e72IKjOFmG",rt nigga talk bitch day today,1,1,6
RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8,rt happy birthday take spin yellow coupe,2,0,7
"RT @JReynolds_: You got niggas, and I got bitches, but I want you. -PND",rt got nigga got bitch want pnd,1,1,7
"RT @JRsBBQ: TV wrestling villains must lie, selectively be a coward, be a bully when they can, gain unfair advantages bitch &amp; moan, &amp; disre&#8230;",rt tv wrestling villain must lie selectively coward bully gain unfair advantage bitch amp moan amp disre,1,1,17
"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",rt there coon classic r kelly usher there classic stevie wonder prince there anything wrong,2,0,15
RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,rt kickin trash can golf cart,2,0,6
RT @J_Kwest: @HarveyWordman b in da pussy 2 mins like http://t.co/dnrCMkg5oo,rt b da pussy min like,1,1,6
RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son,rt lupe fiasco retarded illegitimate son,1,1,6
RT @J_Kwest: I dnt trust bitches who think they shud b on Bad Girls Club,rt dnt trust bitch think shud b bad girl club,1,1,10
RT @J_Kwest: Ima buy dat bitch a jump rope bitches live jumpin 2 conclusions,rt ima buy dat bitch jump rope bitch live jumpin conclusion,1,1,11
RT @J_Leche14: A relationship does not stop a hoe from being a hoe.,rt relationship stop hoe hoe,1,1,5
"RT @JaazieL_: Bitches will tell you, it's all about the angles &#128129; RT &#8220;@40oz_VAN: Watching my bitch take 25 selfies just to get that right 1.&#8221;",rt bitch tell angle rt watching bitch take selfies get right,1,1,11
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",rt alec baldwin mock harrisperry cry forgiven transgression via,2,0,9
RT @JacksonBynum: You're an annoying cunt,rt youre annoying cunt,1,1,4
RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch,rt well maybe youre whore stupid ugly homeless bitch,0,1,9
RT @JacobCavenee_: @1D_NIPPLES_ thanks bitch http://t.co/xdox4K8YQo,rt thanks bitch,1,1,3
"RT @JadedByPolitics: @Coondawg68 @velvethammer so damn stupid, someone needs to sit that bitch down &amp; explain to her that #Communism is a p&#8230;",rt damn stupid someone need sit bitch amp explain p,1,1,10
RT @Jadelovescats: Cuddle with me and tell me I'm beautiful I'm a needy bitch,rt cuddle tell im beautiful im needy bitch,1,1,8
RT @JaeRawww: Y'all bitches who hit up the mall looking for new clothes need to hit up the gym &#128514;&#128514;&#128514; those escalators not cutting it &#128514;&#128514;&#128514;,rt yall bitch hit mall looking new clothes need hit gym escalator cutting,1,1,13
RT @JafricanFlow: This is so stupid &#128514; RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,rt stupid rt gone wife bitch let nigga lick head public,1,1,11
RT @JaidTaylorLive: No &#9981;&#65039; for you hoes!,rt hoe,1,1,2
RT @JaiiiiiBree: Bought that hoe a tomb stone since she's dying for Attention &#128529; R.I.P Bitch &#128128;,rt bought hoe tomb stone since shes dying attention rip bitch,1,1,11
"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",rt hour almost page want slit wrist guess ill settle sleep,2,0,11
"RT @JakeG_BasedGod: ""Never go full retard""",rt never go full retard,2,0,5
"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;",rt ever see someone account think wow faggot time cant unfollow bc u cant,0,1,14
RT @Jakelewis44_: &#8220;@UmPoptart: When Mr. Krabs sold Spongebob out for 62 cents thats when I knew hoes ain&#8217;t loyal&#8221;realist shit I've seen&#128548;,rt mr krabs sold spongebob cent thats knew hoe aint loyalrealist shit ive seen,1,1,14
RT @Jakelewis44_: I'm out this bitch too&#128514;&#9996;&#65039;,rt im bitch,1,1,3
RT @Jakelewis44_: We don't luv deez hoes&#128527; http://t.co/oFjlxAO5SF,rt dont luv deez hoe,2,0,5
RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator,rt call janoskians faggot youre janoskianator,1,1,6
RT @JamesBlunt: Me! Me! Pick me! RT @blackeyelined: Who is a bigger twat: James Blunt or Robin Thicke?,rt pick rt bigger twat james blunt robin thicke,1,1,9
"RT @JamesNasty: Here I am, ready to rant about gfs and dogs and tears and women who cant handle their liquor and get jealous of club hoes a&#8230;",rt ready rant gfs dog tear woman cant handle liquor get jealous club hoe,1,1,14
"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;",rt denver tv air clip digging trash ghetto aurora put black mexican ballot good use,2,0,15
"RT @JamesYouCunt: I'm on my straight Grizzly so why would I buy you a gay ass teddy bear, bitch? You're already bi-polar! http://t.co/4ZsXC&#8230;",rt im straight grizzly would buy gay as teddy bear bitch youre already bipolar,1,1,14
RT @JamezNate: You're a bitch and nobody likes you,rt youre bitch nobody like,1,1,5
"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis",rt hoe twerkin birkin poppin coochie gucci bustin wide prada bendin louis,1,1,12
"RT @JanPham_3: &#8220;@16stanleys: Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!&#8221; &#128079;&#128079;&#128079;",rt ugh he mine bitch he mine amp mine thats baby man know amp aware thats,1,1,16
RT @Janasiaaa: shouldn't be at the club RT @PacDaGoat: I done been in the club and saw bitches reject a dance because they had a man. As &#8230;,rt shouldnt club rt done club saw bitch reject dance man,1,1,11
RT @JaredFayne_54: And apparently I sound like a country hick. Perks of being from Kentucky,rt apparently sound like country hick perk kentucky,1,1,8
RT @JaredLambert21: Brandon's a dumb fat chunky whore,rt brandons dumb fat chunky whore,1,1,6
RT @JaredPhillis: All you do is fucking bitch.,rt fucking bitch,1,1,3
RT @Jared_Carrabis: Mike Napoli is the toughest son of a bitch I've ever known.,rt mike napoli toughest son bitch ive ever known,1,1,9
"RT @JareerKassis: Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&#8230;",rt charlie rose coexist israel meshal occupier national consensus decide ha,2,0,11
"RT @JareerKassis: If there was an invisible celestial judge who killed those who spew hate on Palestinians, celebrities &amp; politicians would&#8230;",rt invisible celestial judge killed spew hate palestinian celebrity amp politician would,1,1,12
"RT @Jarhead44: Hi, can I buy you a margarita?

Sure!

So, I like the way your barstool shows off your clam.",rt hi buy margarita sure like way barstool show clam,1,1,10
RT @JasperDolphin: Just wanna put food in bitches pussy and take cool pictures. Don't get why bitches don't like food in their pussies.,rt wanna put food bitch pussy take cool picture dont get bitch dont like food pussy,1,1,16
RT @JasperDolphin: Lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,rt lol bitch act like single post picture nigga hahaha,1,1,10
RT @JaunTheGOAT: It's your girls friends that you gotta watch out for. Those the bitches that be tryna encourage her to leave you.,rt girl friend gotta watch bitch tryna encourage leave,1,1,9
RT @Jawdan__: You're a faggot if you ever had the Kim Possible BBM notification,rt youre faggot ever kim possible bbm notification,1,1,8
RT @JaworskiMeats: Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230; http://t.co/Gm4h&#8230;,rt winning brown,2,0,3
RT @JayAllDay612: A hoe is gonna be a hoe no matter what,rt hoe gonna hoe matter,1,1,5
RT @JayAllDay612: Girls will ignore your text messages then get bothered when you give other bitches attention.,rt girl ignore text message get bothered give bitch attention,1,1,10
"RT @JayDokter: ""@TwiterDeze_NUTS: Quote this with a funny caption http://t.co/XA48tCxiaO"" niggas gotta hit their side bitch with this in th&#8230;",rt quote funny caption nigga gotta hit side bitch th,1,1,10
RT @JayIIuminati: Nothing will stop a hoe from going to the club. http://t.co/UciCSx5Vus,rt nothing stop hoe going club,1,1,6
RT @JayJroc: If you thought Mansion Elan was crazy with Migos wait til Boosie &amp; Yo Gotti shut that bitch down tonight http://t.co/1iC1H0Ib8U,rt thought mansion elan crazy migos wait til boosie amp yo gotti shut bitch tonight,1,1,15
"RT @JayMewes: This is how you eat pussy,repeat after me!!! https://t.co/8E0AqmIaL8",rt eat pussyrepeat,1,1,3
RT @JayOnDatAss: All these girls saying nobody can put em up with em. Dont no nigga want a bitch as a girlfriend fix that shit,rt girl saying nobody put em em dont nigga want bitch girlfriend fix shit,1,1,14
RT @JayUcci_: &#128514; mfz in this bitch sellin chicken wings &amp; fries,rt mfz bitch sellin chicken wing amp fry,1,1,8
RT @JayZOverrated: &#8220;@2charmss: Next person I see tweeting that bitch shitting on herself im unfollowing you&#8221;,rt next person see tweeting bitch shitting im unfollowing,1,1,9
RT @Jay_Tee92: &#8220;@armani_bliss: this ghetto jeopardy shit wack. &#128533;&#8221;,rt ghetto jeopardy shit wack,1,1,5
RT @Jaydillz: My babies pussy is too tight today. http://t.co/if4K4v74RO,rt baby pussy tight today,1,1,5
RT @Jaydillz: RT if you a hoe,rt rt hoe,1,1,3
RT @Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club,rt renamed bitch yacht club,1,1,5
"RT @JayonnaZarate: She my Lowkey bitch, the one I ride Lowkey with.",rt lowkey bitch one ride lowkey,1,1,6
RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm,rt playen side niggah shit mine omm,1,1,7
RT @JayyMfCarter: If you gotta nigga or bitch.... PLEASE STAY OUT MY DM's I'm tired of y'all taken girls,rt gotta nigga bitch please stay dm im tired yall taken girl,1,1,12
RT @Jayy_Gee96: Dumb bitches,rt dumb bitch,1,1,3
RT @JazmineJanay: My hoe phase is over,rt hoe phase,1,1,3
RT @Jazsmin__: You always ugly to a bitch that don't like you&#128564;,rt always ugly bitch dont like,1,1,6
RT @JazzRiley: Can't put my trust in NO bitch,rt cant put trust bitch,1,1,5
RT @JazzRiley: Can't trust none of these hoes,rt cant trust none hoe,1,1,5
RT @JazzRiley: If a hoe give my lil Sista a eye like that she betta call me so we can go jump the bitch &#128514;&#128514;&#128514;&#128514;&#128514;,rt hoe give lil sista eye like betta call go jump bitch,1,1,12
RT @JazzRiley: Wat type of bitch ass nigga rape a innocent female,rt wat type bitch as nigga rape innocent female,1,1,9
"RT @JazzyClarks: If you hate me I dont care. New flash bitch, I dont live to please you aha",rt hate dont care new flash bitch dont live please aha,1,1,11
RT @Jazzy_Blow: i can't never keep no bitch cause i put them hoes out,rt cant never keep bitch cause put hoe,1,1,8
"RT @JediKnightwing: Please pornstars, stop saying ""fuck that tight pussy.""",rt please pornstars stop saying fuck tight pussy,1,1,8
"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",rt jsu coach omar johnson u ball u throw hit catch doesnt matter yankee,2,0,14
RT @JemapelleDalila: @yadirasarmiento I just wanna know when are we gonna go fuck shit up &amp; go fuck up bitches????? &#128514;&#128536;&#128521;,rt wanna know gonna go fuck shit amp go fuck bitch,1,1,11
RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,rt clever rt watch burfict make hit mock official throwing flag,2,0,11
RT @JenetteeeM: Choke on this bitch 8=======&#128074;========D,rt choke bitch,1,1,3
RT @JennaAmendolare: A woman just yelled at me cause I'm drinking a beer at 11 am bitch I'm on fucking vacation,rt woman yelled cause im drinking beer bitch im fucking vacation,1,1,11
RT @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;,rt milkshake let hoe bring one boy yard watch,1,1,9
"RT @JennyJohnsonHi5: Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&#8230;",rt thought justin bieber couldnt anymore pussy get arrested canada fighting person,1,1,12
RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;,rt well bitch biology said rt said female cant make baby together thats,1,1,13
RT @JeremyPlatt: Yah she was a hoe...,rt yah hoe,1,1,3
"RT @JeromeSantonio: I don't care how much I hate a girl, I'll never call her a hoe, bitch, slut or any of that shit lol",rt dont care much hate girl ill never call hoe bitch slut shit lol,1,1,14
"RT @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;",rt medium matter executive behind campaign blogged trannies homo,1,1,9
RT @Jessycaa_Rubi: You swear youre down n the realest n you stay doing little bitch shit like that,rt swear youre n realest n stay little bitch shit like,1,1,11
RT @JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/nVlZkShGaa,rt burnt pussy lip,1,1,4
RT @JesusIsAJerk: On my way to fuck your bitch. http://t.co/aNZngPNmLS,rt way fuck bitch,1,1,4
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,rt fucking pussy thats exactly let nigga talking,1,1,8
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk",rt bring bitch,1,1,3
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",rt tiny jihadi,2,0,3
RT @JewlzSantana: making every bitch feel important...,rt making every bitch feel important,1,1,6
RT @Jigga504: &#8220;@mleew17: u pretty but dat pussy got a 100 thousand miles on it!! Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;,rt u pretty dat pussy got thousand mile book value fucked,1,1,11
"RT @JiggyJust: Real tears &#128514;&#128514; &#8220;@NankDatThang: &#128557;&#128557;&#128557;&#128557; RT @TheOnlyReed: Both these outfits trash, but the dyke outfit got me WEAKKKKKKKK http://&#8230;",rt real tear rt outfit trash dyke outfit got weakkkkkkkk,1,1,10
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",rt muslim military honour whatsoever sub human savage slaughter unarmed men woman amp child,0,1,14
"RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;",rt daddy still abusive rageaholic hospice making doody diaper like good fag h,1,1,13
"RT @JimNorton: And for the record, I think Dan Snyder is a cunt. The hypocrisy of the NFL is just embarrassing at this point.",rt record think dan snyder cunt hypocrisy nfl embarrassing point,1,1,10
"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up.",rt sterling cunt point simply everyone privately taped conversation released shut fuck,1,1,12
RT @JimNorton: The only thing more irritating than Donald Sterling being a cunt is Adam Silver continually apologizing for him.,rt thing irritating donald sterling cunt adam silver continually apologizing,1,1,10
RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.,rt gift shop museum charge admission mass grave fucking cunt disgrace,1,1,11
RT @Jim_McCloskey: It's hard to be the bigger man when the other person is being such a cunt,rt hard bigger man person cunt,1,1,6
RT @Jim_McCloskey: Why does Hawkeye have to be in the Avengers? He's such a pussy,rt hawkeye avenger he pussy,1,1,5
RT @JimmyCollinsss: @WesOrrJames all love my nig,rt love nig,1,1,3
"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",rt deme gallo pinto con carne asadita maduritoyuna milca amor,2,0,10
RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!,rt office hoe shut fuck fucking chisme,1,1,7
RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,rt charlie sheen star new sitcom anger management therapist whats next casey anthony owner,2,0,14
RT @JoeBudden: Back to these hoes tho.,rt back hoe tho,1,1,4
